IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.125.8,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.97.50,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.170.225,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.240.160,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.164.209,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.75.113,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.156.242,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.201.8,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.86.200,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.17.193,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.113.232,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.87.246,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.87.30,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.82.15,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.183.242,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.169.222,2052,2052,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.237.131,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.237.90,2082,2082,false,SIN,Asia Pacific,Singapore,28,0.00
8.222.191.138,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.194.170,8880,8880,false,SIN,Asia Pacific,Singapore,28,0.00
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,28,0.00
47.237.14.220,8080,8080,false,SIN,Asia Pacific,Singapore,28,0.00
47.236.144.156,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.164.209,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.156.242,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.245.105.224,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
47.237.125.8,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.193.65,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.142.191,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.189.92,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.97.90,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.179.231,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.253.41,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.126.240,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.156.242,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.174.206,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.149.107,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
47.237.94.140,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.87.30,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.191.138,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.202.130,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.75.152,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.142.191,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.169.222,2052,2052,false,SIN,Asia Pacific,Singapore,29,0.00
8.222.134.170,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.172.95,8080,8080,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,29,0.00
47.236.172.71,80,80,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,29,0.00
47.237.95.13,2095,2095,false,SIN,Asia Pacific,Singapore,29,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.110.81,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.187.4,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.244.192,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.199.220,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.170.232,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.210.64,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.83.71,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.83.20,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.106.156,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.191.110,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.193.202,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.156.242,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.149.107,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.134.170,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.165.25,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.169.222,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.167.147,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.87.246,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.245.96.80,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.156.242,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.166.131,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,30,0.00
47.245.126.151,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.95.156,8080,8080,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.210.64,80,80,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.171.205,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.92.26,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
47.237.125.8,2095,2095,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.181.117,8880,8880,false,SIN,Asia Pacific,Singapore,30,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,30,0.00
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.125.8,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.124.227,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.100.206,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.222.64,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.50.180,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.49.65,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.122.55,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.179.231,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.215.228,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.139.13,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.111.147,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.249.190,2082,2082,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.245.118.70,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.107.135,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.150.197,8080,8080,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.165.117,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.180.86,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.100.206,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.75.152,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.94.140,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.83.201,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
8.222.183.242,8880,8880,false,SIN,Asia Pacific,Singapore,31,0.00
47.237.86.185,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.103.65,80,80,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.60.54,2052,2052,false,SIN,Asia Pacific,Singapore,31,0.00
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,31,0.00
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.102.102,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.78.188,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.146.249,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.132.64,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.179.231,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.110.81,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.114.201,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.10.182,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.0.48,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.95.146,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.181.117,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.117.198,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.120.87,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.210.42.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,32,0.00
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.174.108,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.144.48,8080,8080,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.249.190,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.242.119.104,8080,8080,false,HKG,Asia Pacific,Hong Kong,32,0.00
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.5.223,2052,2052,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.97.50,8880,8880,false,SIN,Asia Pacific,Singapore,32,0.00
8.222.146.222,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.191.40,80,80,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,32,0.00
8.219.104.37,2082,2082,false,SIN,Asia Pacific,Singapore,32,0.00
8.210.42.171,2082,2082,false,HKG,Asia Pacific,Hong Kong,32,0.00
47.236.75.113,2095,2095,false,SIN,Asia Pacific,Singapore,32,0.00
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.170.225,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.150.197,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.76.227.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.83.201,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.10.182,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.11.158,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.5.223,2095,2095,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.222.36,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.243.74.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.117.48,2082,2082,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.242.119.104,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.243.206.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.102.102,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.76.227.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.167.147,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.17.193,2052,2052,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.144.156,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
47.242.183.7,2086,2086,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.208.38,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.67.133,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.83.20,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
47.237.95.156,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.145.85,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,33,0.00
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.210.100.23,2052,2052,false,HKG,Asia Pacific,Hong Kong,33,0.00
8.222.164.209,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.97.248,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.174.142,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.177.205,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.191.138,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,33,0.00
47.236.102.102,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.244.192,80,80,false,SIN,Asia Pacific,Singapore,33,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,33,0.00
8.219.78.188,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.242.183.7,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.9.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.242.119.104,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.210.85.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.248.47,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.93.5,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.162.45,8080,8080,false,SIN,Asia Pacific,Singapore,34,0.00
47.243.255.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.236.118.216,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.134.170,2086,2086,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.172.71,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,34,0.00
8.210.63.130,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.242.125.241,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.237.131,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.209.14,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.218.222.36,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.63.130,2086,2086,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.219.87.30,2082,2082,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
47.236.10.100,80,80,false,SIN,Asia Pacific,Singapore,34,0.00
8.217.164.10,2082,2082,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,34,0.00
8.219.198.34,2052,2052,false,SIN,Asia Pacific,Singapore,34,0.00
47.76.227.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.213.245,2095,2095,false,HKG,Asia Pacific,Hong Kong,34,0.00
8.210.203.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,34,0.00
47.76.203.101,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.113.232,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.106.156,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.210.48.107,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.238.5.0,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.243.243.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.117.198,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.110.81,8080,8080,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.237.90,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.199.220,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.104.37,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.202.91,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.212.41.98,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.169.164,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.222.57,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.210.244.38,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.170.225,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.84.173,2083,2083,true,SIN,Asia Pacific,Singapore,35,0.00
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.76.192.24,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.82.15,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.78.188,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.244.192,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.17.193,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.120.87,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.165.117,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.227.128,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.214.231,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.217.66.3,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.174.27,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.237.10.1,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.237.94.140,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.136.247,8880,8880,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.203.101,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.26.26,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.51.211,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
8.219.189.143,2086,2086,false,SIN,Asia Pacific,Singapore,35,0.00
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.159.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.218.155.238,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.74.220,8080,8080,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.170.54,2082,2082,false,SIN,Asia Pacific,Singapore,35,0.00
47.76.192.24,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,35,0.00
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
47.242.119.104,2086,2086,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,35,0.00
47.243.169.63,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,0.00
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.74.119,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.242.7.162,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.210.42.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,36,0.00
47.76.192.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,0.00
8.218.65.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,0.00
